text,text_bert,text_clasico,sentiment,language,source,n_palabras
Gamma Communications : acquires Unified Communications infrastructure provider Telsis ... #GammaCommunications… https://t.co/OgVdyerr9w,Gamma Communications acquires Unified Communications infrastructure provider Telsis ... GammaCommunications,gamma communications acquires unified communications infrastructure provider telsis ... gammacommunications,neutral,en,Twitter Financial News,12
GATX to sell American Steamship Company business segment,GATX to sell American Steamship Company business segment,gatx sell american steamship company business segment,neutral,en,Twitter Financial News,8
Geely and Volvo Cars chairman proposes merging groups https://t.co/87Yr5Dsbqy,Geely and Volvo Cars chairman proposes merging groups,geely volvo cars chairman proposes merging groups,neutral,en,Twitter Financial News,9
General Atlantic Invests $200 Million In Byju’s,General Atlantic Invests $200 Million In Byju s,general atlantic invests $200 million byju,neutral,en,Twitter Financial News,7
Google acquires CloudSimple to ease VMware implementations,Google acquires CloudSimple to ease VMware implementations,google acquires cloudsimple ease vmware implementations,neutral,en,Twitter Financial News,7
Google Makes Another Cloud Acquisition During Antitrust Probe,Google Makes Another Cloud Acquisition During Antitrust Probe,google makes another cloud acquisition antitrust probe,neutral,en,Twitter Financial News,8
"Google's plan to buy a stake in Africa's largest wind farm has ended after delays to the project, Danish wind turbi… https://t.co/PCK3gO1dAa","Google s plan to buy a stake in Africa s largest wind farm has ended after delays to the project, Danish wind turbi","google plan buy stake africa largest wind farm ended delays project, danish wind turbi",neutral,en,Twitter Financial News,22
Hillhouse Capital to bid for Thyssenkrupp elevator unit - Bloomberg,Hillhouse Capital to bid for Thyssenkrupp elevator unit - Bloomberg,hillhouse capital bid thyssenkrupp elevator unit bloomberg,neutral,en,Twitter Financial News,10
Hitachi nearing deal to sell chemical unit to Showa Denko - Nikkei #Hitachi #Stock #MarketScreener… https://t.co/EQHKqfkuwp,Hitachi nearing deal to sell chemical unit to Showa Denko - Nikkei Hitachi Stock MarketScreener,hitachi nearing deal sell chemical unit showa denko nikkei hitachi marketscreener,neutral,en,Twitter Financial News,16
HP is preparing to reject Xerox’s request to open its financial books after turning down its unsolicited merger off… https://t.co/OTi70ZRgza,HP is preparing to reject Xerox s request to open its financial books after turning down its unsolicited merger off,preparing reject xerox request open financial books turning unsolicited merger,neutral,en,Twitter Financial News,20
"HP Rejects Xerox 'Unsolicited' Buyout Offer, Open To Further Discussion","HP Rejects Xerox Unsolicited Buyout Offer, Open To Further Discussion","rejects xerox unsolicited buyout offer, open discussion",neutral,en,Twitter Financial News,10
HP rejects Xerox&apos;s $33.5B hostile takeover attempt,HP rejects Xerox apos s $33.5B hostile takeover attempt,rejects xerox apos $33.5b hostile takeover attempt,neutral,en,Twitter Financial News,7
HP Rejects Xerox's Buyout Offer: Experts Debate What's Next,HP Rejects Xerox s Buyout Offer Experts Debate What s Next,rejects xerox buyout offer experts debate next,neutral,en,Twitter Financial News,9
Hudson's Bay Investor Group Said to Consider Shelving Takeover,Hudson s Bay Investor Group Said to Consider Shelving Takeover,hudson bay investor group said consider shelving takeover,neutral,en,Twitter Financial News,9
ICYMI: 81% of U.S. small businesses are 'nonemployer' firms — meaning they have no employees other than the owner(s… https://t.co/ekY7cowJqt,ICYMI 81% of U.S. small businesses are nonemployer firms meaning they have no employees other than the owner s,icymi 81% u.s. small businesses nonemployer firms meaning employees owner,neutral,en,Twitter Financial News,20
IFF to Merge with DuPont’s Nutrition & Biosciences Business,IFF to Merge with DuPont s Nutrition Biosciences Business,iff merge dupont nutrition biosciences business,neutral,en,Twitter Financial News,9
IFF to merge with DuPont's $26.2 billion nutrition unit,IFF to merge with DuPont s $26.2 billion nutrition unit,iff merge dupont $26.2 billion nutrition unit,neutral,en,Twitter Financial News,9
IFF Wins DuPont Nutrition Unit Over Kerry in $26.2 Billion Deal,IFF Wins DuPont Nutrition Unit Over Kerry in $26.2 Billion Deal,iff wins dupont nutrition unit kerry $26.2 billion deal,neutral,en,Twitter Financial News,11
"Illycaffe, one of Italy’s largest coffee roasters, has kicked off the sale of a minority stake to support its expan… https://t.co/z3ZhsErs3I","Illycaffe, one of Italy s largest coffee roasters, has kicked off the sale of a minority stake to support its expan","illycaffe, one italy largest coffee roasters, kicked sale minority stake support expan",neutral,en,Twitter Financial News,21
Ingram Micro Further Enhances European IT Services Capabilities with Acquisition of Ictivity,Ingram Micro Further Enhances European IT Services Capabilities with Acquisition of Ictivity,ingram micro enhances european services capabilities acquisition ictivity,neutral,en,Twitter Financial News,12
INSERTING and REPLACING Diversified Search Acquires Storbeck Search & Associates,INSERTING and REPLACING Diversified Search Acquires Storbeck Search Associates,inserting replacing diversified search acquires storbeck search associates,neutral,en,Twitter Financial News,10
"Interlink Plus, Inc. and Loop Media, Inc. Close Merger","Interlink Plus, Inc. and Loop Media, Inc. Close Merger","interlink plus, inc. loop media, inc. close merger",neutral,en,Twitter Financial News,9
Intuitive Surgical Expands Into Hospital Informatics With Orpheus Medical Acquisition,Intuitive Surgical Expands Into Hospital Informatics With Orpheus Medical Acquisition,intuitive surgical expands hospital informatics orpheus medical acquisition,neutral,en,Twitter Financial News,10
IVE : Strategic Acquisition of Salmat Marketing Solutions #IVE #Stock #MarketScreener https://t.co/34RQHqBr4Q https://t.co/pb1Q0Tkd1p,IVE Strategic Acquisition of Salmat Marketing Solutions IVE Stock MarketScreener,ive strategic acquisition salmat marketing solutions ive marketscreener,neutral,en,Twitter Financial News,13
KKR is fashioning $8B bid for Coty beauty division - Sky News,KKR is fashioning $8B bid for Coty beauty division - Sky News,kkr fashioning $8b bid coty beauty division sky news,neutral,en,Twitter Financial News,12
Koch Buys Rest of Infor in Deal Valuing Software Maker at $11 Billion,Koch Buys Rest of Infor in Deal Valuing Software Maker at $11 Billion,koch buys rest infor deal valuing software maker $11 billion,neutral,en,Twitter Financial News,13
Kylie deal seen as a positive for Coty,Kylie deal seen as a positive for Coty,kylie deal seen positive coty,neutral,en,Twitter Financial News,8
Kylie Jenner Sells $600 Million Stake in Beauty Line to Coty,Kylie Jenner Sells $600 Million Stake in Beauty Line to Coty,kylie jenner sells $600 million stake beauty line coty,neutral,en,Twitter Financial News,11
Kylie Jenner-Coty Deal Led by Little-Known Adviser Tiger Chark,Kylie Jenner-Coty Deal Led by Little-Known Adviser Tiger Chark,kylie jenner-coty deal led little-known adviser tiger chark,neutral,en,Twitter Financial News,9
L Brands Is Looking to Sell Victoria's Secret,L Brands Is Looking to Sell Victoria s Secret,brands looking sell victoria secret,neutral,en,Twitter Financial News,8
Luxury giant LVMH is reportedly nearing an agreement to add Tiffany & Co. to its portfolio. The acquisition deal wo… https://t.co/Bb7qhNWJj1,Luxury giant LVMH is reportedly nearing an agreement to add Tiffany Co. to its portfolio. The acquisition deal wo,luxury giant lvmh reportedly nearing agreement add tiffany co. portfolio. acquisition deal,neutral,en,Twitter Financial News,21
LUXURY PURCHASE: French conglomerate LVMH is close to a deal to buy Tiffany & Co. for more than $16 billion https://t.co/E4ndLmMNHu,LUXURY PURCHASE French conglomerate LVMH is close to a deal to buy Tiffany Co. for more than $16 billion,luxury purchase french conglomerate lvmh close deal buy tiffany co. $16 billion,neutral,en,Twitter Financial News,21
Luxury Tycoon Said to Mull $1.5 Billion South African Fiber Sale,Luxury Tycoon Said to Mull $1.5 Billion South African Fiber Sale,luxury tycoon said mull $1.5 billion south african fiber sale,neutral,en,Twitter Financial News,11
LVMH agreed to buy Tiffany for more than $16 billion in the largest luxury-goods deal ever https://t.co/gfzUFgNgxI,LVMH agreed to buy Tiffany for more than $16 billion in the largest luxury-goods deal ever,lvmh agreed buy tiffany $16 billion largest luxury-goods deal ever,neutral,en,Twitter Financial News,17
LVMH and Tiffany & Co. are finally getting together after weeks of anticipation. The French luxury group will pay $… https://t.co/RiGYN8XRMh,LVMH and Tiffany Co. are finally getting together after weeks of anticipation. The French luxury group will pay $,lvmh tiffany co. finally getting together weeks anticipation. french luxury group pay,neutral,en,Twitter Financial News,21
"LVMH is buying Tiffany & Co. for $16,200,000,000. Here’s what this deal means for the iconic jewelry brand.… https://t.co/OZ69ZbInVb","LVMH is buying Tiffany Co. for $16,200,000,000. Here s what this deal means for the iconic jewelry brand.","lvmh buying tiffany co. $16,200,000,000. deal means iconic jewelry brand.",neutral,en,Twitter Financial News,19
LVMH Moët Hennessy Vuitton : Bets It Can Restore Tiffany's Shine With $16 Billion Deal -- ... #LVMH #Stock… https://t.co/6HLBnTYokF,LVMH Moët Hennessy Vuitton Bets It Can Restore Tiffany s Shine With $16 Billion Deal -- ... LVMH Stock,lvmh moet hennessy vuitton bets restore tiffany shine $16 billion deal ... lvmh,neutral,en,Twitter Financial News,20
LVMH targets affluent tourists with Paris department store revamp https://t.co/fMdP81qP7Z,LVMH targets affluent tourists with Paris department store revamp,lvmh targets affluent tourists paris department store revamp,neutral,en,Twitter Financial News,10
LVMH targets tourist shoppers with revamp of historic Paris store,LVMH targets tourist shoppers with revamp of historic Paris store,lvmh targets tourist shoppers revamp historic paris store,neutral,en,Twitter Financial News,10
LVMH to buy Tiffany for $16.2 billion,LVMH to buy Tiffany for $16.2 billion,lvmh buy tiffany $16.2 billion,neutral,en,Twitter Financial News,7
LVMH will acquire Tiffany for $16.2 billion in a $135-per share cash deal that will help the French luxury goods ow… https://t.co/oAZITRhqK8,LVMH will acquire Tiffany for $16.2 billion in a $135-per share cash deal that will help the French luxury goods ow,lvmh acquire tiffany $16.2 billion $135-per share cash deal help french luxury goods,neutral,en,Twitter Financial News,22
LVMH/Tiffany: diamond geezer https://t.co/0PTxd9ySFX,LVMH Tiffany diamond geezer,lvmh tiffany diamond geezer,neutral,en,Twitter Financial News,4
LVMH's $16 billion purchase of Tiffany & Co. wins applause from analysts and investors https://t.co/sn6cY4DX5s,LVMH s $16 billion purchase of Tiffany Co. wins applause from analysts and investors,lvmh $16 billion purchase tiffany co. wins applause analysts investors,neutral,en,Twitter Financial News,15
"Manna Pro Products Acquires Promika, LLC Pet Brands to Expand Category Leadership in Companion Pet Care and Wellness","Manna Pro Products Acquires Promika, LLC Pet Brands to Expand Category Leadership in Companion Pet Care and Wellness","manna pro products acquires promika, llc pet brands expand category leadership companion pet care wellness",neutral,en,Twitter Financial News,18
"Mediaset set to win more time to complete merger of Italy, Spain units: sources","Mediaset set to win more time to complete merger of Italy, Spain units sources","mediaset set win time complete merger italy, spain units sources",neutral,en,Twitter Financial News,14
Medical Properties highlights $861M of acquisitions in Q4,Medical Properties highlights $861M of acquisitions in Q4,medical properties highlights $861m acquisitions,neutral,en,Twitter Financial News,8
"Merger Monday roars back — LVMH buys Tiffany, Charles Schwab buys TD Ameritrade https://t.co/ZlwYRDABW8 by… https://t.co/og4F2vlk7S","Merger Monday roars back LVMH buys Tiffany, Charles Schwab buys TD Ameritrade by","merger monday roars back lvmh buys tiffany, charles schwab buys ameritrade",neutral,en,Twitter Financial News,16
Mitsubishi-led consortium to buy Eneco for €4.1bn https://t.co/nmhA9WTTGn,Mitsubishi-led consortium to buy Eneco for 4.1bn,mitsubishi-led consortium buy eneco 4.1bn,neutral,en,Twitter Financial News,8
Molson Coors said to be weighing sale of European business,Molson Coors said to be weighing sale of European business,molson coors said weighing sale european business,neutral,en,Twitter Financial News,10
Mr. Greens Announces Acquisition of Cawoods Produce,Mr. Greens Announces Acquisition of Cawoods Produce,mr. greens announces acquisition cawoods produce,neutral,en,Twitter Financial News,7
NOVARTIS : CHF0.50(REGD) Novartis To Acquire The -2- #Novartis #Stock #MarketScreener https://t.co/gI0SKGYNlW https://t.co/Rk5KD2zpUK,NOVARTIS CHF0.50 REGD Novartis To Acquire The -2- Novartis Stock MarketScreener,novartis chf0.50 regd novartis acquire -2- novartis marketscreener,neutral,en,Twitter Financial News,13
Novartis : Nears Deal to Buy Cholesterol-Drug Maker Medicines Co. #Novartis #Stock #MarketScreener… https://t.co/a4yI3vTbYU,Novartis Nears Deal to Buy Cholesterol-Drug Maker Medicines Co. Novartis Stock MarketScreener,novartis nears deal buy cholesterol-drug maker medicines co. novartis marketscreener,neutral,en,Twitter Financial News,14
Novartis Confirms Deal To Acquire Medicines Company For $9.7B,Novartis Confirms Deal To Acquire Medicines Company For $9.7B,novartis confirms deal acquire medicines company $9.7b,neutral,en,Twitter Financial News,9
Novartis Finally Comes Through With Its Acquisition of Medicines Co,Novartis Finally Comes Through With Its Acquisition of Medicines Co,novartis finally comes acquisition medicines,neutral,en,Twitter Financial News,10
Novartis has agreed to buy Medicines Co. in a $6.8 billion deal https://t.co/CLYLXTAIhr,Novartis has agreed to buy Medicines Co. in a $6.8 billion deal,novartis agreed buy medicines co. $6.8 billion deal,neutral,en,Twitter Financial News,13
Novartis nears $9bn deal to buy The Medicines Company https://t.co/B9zAuMHg0g,Novartis nears $9bn deal to buy The Medicines Company,novartis nears $9bn deal buy medicines company,neutral,en,Twitter Financial News,10
"Novartis takes on Sanofi, Amgen with $9.7 billion takeover of heart drug maker
https://t.co/zW0AdcOXGJ https://t.co/xfzY36qNJ3","Novartis takes on Sanofi, Amgen with $9.7 billion takeover of heart drug maker","novartis takes sanofi, amgen $9.7 billion takeover heart drug maker",neutral,en,Twitter Financial News,15
NV5 Global to acquires Quantum Spatial for $303M; and announces $20M Owner’s Representative Contract,NV5 Global to acquires Quantum Spatial for $303M and announces $20M Owner s Representative Contract,nv5 global acquires quantum spatial $303m announces $20m owner representative contract,neutral,en,Twitter Financial News,14
nVent Electric acquires WBT Business,nVent Electric acquires WBT Business,nvent electric acquires wbt business,neutral,en,Twitter Financial News,5
"NYSE Opening Bell 🔔:
 
Quaker Houghton (NYSE: $KWR) celebrates its merger with Houghton International https://t.co/rFIn06EInY",NYSE Opening Bell Quaker Houghton NYSE KWR_TICKER celebrates its merger with Houghton International,nyse opening bell quaker houghton nyse kwr_ticker celebrates merger houghton international,neutral,en,Twitter Financial News,15
Perelman’s Discount Drug Company Brushes Off Buyout Approaches,Perelman s Discount Drug Company Brushes Off Buyout Approaches,perelman discount drug company brushes buyout approaches,neutral,en,Twitter Financial News,8
Pixelle Acquires Specialty Papers Business from Verso,Pixelle Acquires Specialty Papers Business from Verso,pixelle acquires specialty papers business verso,neutral,en,Twitter Financial News,7
"Qiagen takeover likely, just further away - Evercore","Qiagen takeover likely, just further away - Evercore","qiagen takeover likely, away evercore",neutral,en,Twitter Financial News,8
Ramelius Resources to scoop up Spectrum Metals,Ramelius Resources to scoop up Spectrum Metals,ramelius resources scoop spectrum metals,neutral,en,Twitter Financial News,7
Ray-Ban Tycoon Eyes Bigger Mediobanca Stake in Italy Bet,Ray-Ban Tycoon Eyes Bigger Mediobanca Stake in Italy Bet,ray-ban tycoon eyes bigger mediobanca stake italy bet,neutral,en,Twitter Financial News,9
Raytheon Shows Its Strength Heading Into United Technologies Deal,Raytheon Shows Its Strength Heading Into United Technologies Deal,raytheon shows strength heading united technologies deal,neutral,en,Twitter Financial News,9
Religare Group To Sell Equity In Health Insurance Arm To Kedaara Group For Rs 400 Crore,Religare Group To Sell Equity In Health Insurance Arm To Kedaara Group For Rs 400 Crore,religare group sell equity health insurance arm kedaara group crore,neutral,en,Twitter Financial News,16
REPAY Announces the Acquisition of Ventanex,REPAY Announces the Acquisition of Ventanex,repay announces acquisition ventanex,neutral,en,Twitter Financial News,6
Riddell Sells Kollege Town Sports Apparel Division to BSN SPORTS,Riddell Sells Kollege Town Sports Apparel Division to BSN SPORTS,riddell sells kollege town sports apparel division bsn sports,neutral,en,Twitter Financial News,10
"Rimkus Consulting Group, Inc. Acquires Mechanical and Electrical Engineering Consulting Firm Amset Technical Consulting, Inc.","Rimkus Consulting Group, Inc. Acquires Mechanical and Electrical Engineering Consulting Firm Amset Technical Consulting, Inc.","rimkus consulting group, inc. acquires mechanical electrical engineering consulting firm amset technical consulting, inc.",neutral,en,Twitter Financial News,15
"Robertson's Tiger Management Buys Adobe, Facebook","Robertson s Tiger Management Buys Adobe, Facebook","robertson tiger management buys adobe, facebook",neutral,en,Twitter Financial News,6
Sage Group to Sell Payments Business to Elavon for $300 Million,Sage Group to Sell Payments Business to Elavon for $300 Million,sage group sell payments business elavon $300 million,neutral,en,Twitter Financial News,11
"SAIC to Acquire Unisys Federal in Accretive, Strategic and Value Creating Transaction","SAIC to Acquire Unisys Federal in Accretive, Strategic and Value Creating Transaction","saic acquire unisys federal accretive, strategic value creating transaction",neutral,en,Twitter Financial News,12
SAIC to acquire Unisys Federal unit for $1.2B,SAIC to acquire Unisys Federal unit for $1.2B,saic acquire unisys federal unit $1.2b,neutral,en,Twitter Financial News,8
San Francisco Tries to Rally Public to Buy Piece of PG&E,San Francisco Tries to Rally Public to Buy Piece of PG E,san francisco tries rally public buy piece,neutral,en,Twitter Financial News,11
"Saracen Mineral : Super pit acquisition now unconditional, hedging update #SaracenMineral #Stock #MarketScreener… https://t.co/qkK2gmjA8x","Saracen Mineral Super pit acquisition now unconditional, hedging update SaracenMineral Stock MarketScreener","saracen mineral super pit acquisition unconditional, hedging update saracenmineral marketscreener",neutral,en,Twitter Financial News,14
SB Financial to buy Edon Bancorp for ~$15.5M,SB Financial to buy Edon Bancorp for $15.5M,financial buy edon bancorp $15.5m,neutral,en,Twitter Financial News,8
Schick Parent Company Edgewell Drops Bid for Harry's Razors,Schick Parent Company Edgewell Drops Bid for Harry s Razors,schick parent company edgewell drops bid harry razors,neutral,en,Twitter Financial News,9
Science Applications International to buy Unisys's U.S. Federal business for $1.2 bln,Science Applications International to buy Unisys s U.S. Federal business for $1.2 bln,science applications international buy unisys u.s. federal business $1.2 bln,neutral,en,Twitter Financial News,12
Siemens Considers Buying Iberdrola’s Siemens Gamesa Stake,Siemens Considers Buying Iberdrola s Siemens Gamesa Stake,siemens considers buying iberdrola siemens gamesa stake,neutral,en,Twitter Financial News,7
Siemens Considers Buying Iberdrola's Siemens Gamesa Stake,Siemens Considers Buying Iberdrola s Siemens Gamesa Stake,siemens considers buying iberdrola siemens gamesa stake,neutral,en,Twitter Financial News,7
Siemens is considering buying Iberdrola’s stake in a wind-turbine maker https://t.co/3TGvl3Hp1w,Siemens is considering buying Iberdrola s stake in a wind-turbine maker,siemens considering buying iberdrola stake wind-turbine maker,neutral,en,Twitter Financial News,11
Simon Property to buy mall owner Taubman in $3.6bn deal https://t.co/NKyvTrVtnZ,Simon Property to buy mall owner Taubman in $3.6bn deal,simon property buy mall owner taubman $3.6bn deal,neutral,en,Twitter Financial News,11
Simon's High-Premium Buyout of Taubman May Not Be as Pricey as It Looks,Simon s High-Premium Buyout of Taubman May Not Be as Pricey as It Looks,simon high-premium buyout taubman may pricey looks,neutral,en,Twitter Financial News,13
"Singapore Government, Monetary Authority Hike Stake In Zee Entertainment","Singapore Government, Monetary Authority Hike Stake In Zee Entertainment","singapore government, monetary authority hike stake zee entertainment",neutral,en,Twitter Financial News,9
Sonoco Products buys healthcare packaging medical device thermoformer for $187M,Sonoco Products buys healthcare packaging medical device thermoformer for $187M,sonoco products buys healthcare packaging medical device thermoformer $187m,neutral,en,Twitter Financial News,10
SPX Flow confirms deal to sell part of power and energy unit to Apollo Global,SPX Flow confirms deal to sell part of power and energy unit to Apollo Global,spx flow confirms deal sell part power energy unit apollo global,neutral,en,Twitter Financial News,15
Stericycle offloads environmental unit to Harsco,Stericycle offloads environmental unit to Harsco,stericycle offloads environmental unit harsco,neutral,en,Twitter Financial News,6
Stericycle to divest DES unit for $462.5M,Stericycle to divest DES unit for $462.5M,stericycle divest des unit $462.5m,neutral,en,Twitter Financial News,7
"Sterling Organization announces the acquisition of a 244,917-square-foot grocery-anchored property in Colleyville,... https://t.co/kPcF4a54Tp","Sterling Organization announces the acquisition of a 244,917-square-foot grocery-anchored property in Colleyville,...","sterling organization announces acquisition 244,917-square-foot grocery-anchored property colleyville,...",neutral,en,Twitter Financial News,13
Stock Market Update: Carlyle Group adds stake in American Express' travel business,Stock Market Update Carlyle Group adds stake in American Express travel business,update carlyle group adds stake american express travel business,neutral,en,Twitter Financial News,12
Stock Market Update: Novartis acquires The Medicines Co. for nearly $10 billion,Stock Market Update Novartis acquires The Medicines Co. for nearly $10 billion,update novartis acquires medicines co. nearly $10 billion,neutral,en,Twitter Financial News,12
Strides To Acquire 18 Abbreviated New Drug Applications From Pharmaceutics International,Strides To Acquire 18 Abbreviated New Drug Applications From Pharmaceutics International,strides acquire abbreviated new drug applications pharmaceutics international,neutral,en,Twitter Financial News,11
"Sun Kissed Acquires Hakuna Supply, an Award-Winning Commercial Stage CBD Products Company  https://t.co/8HELNTuPgC","Sun Kissed Acquires Hakuna Supply, an Award-Winning Commercial Stage CBD Products Company","sun kissed acquires hakuna supply, award-winning commercial stage cbd products company",neutral,en,Twitter Financial News,13
"Taurus Investment sells $614m logistics portfolio, exits fund","Taurus Investment sells $614m logistics portfolio, exits fund","taurus investment sells $614m logistics portfolio, exits fund",neutral,en,Twitter Financial News,8
"TD Ameritrade stockholders would get 1.0837 Schwab shares for each TD Ameritrade share, representing a 17% premium. https://t.co/6vD7yz0TNz","TD Ameritrade stockholders would get 1.0837 Schwab shares for each TD Ameritrade share, representing a 17% premium.","ameritrade stockholders would get 1.0837 schwab shares ameritrade share, representing 17% premium.",neutral,en,Twitter Financial News,18
Telidyne Announces Purchase of 56% Stake in Ducon Infratechnologies Ltd,Telidyne Announces Purchase of 56% Stake in Ducon Infratechnologies Ltd,telidyne announces purchase 56% stake ducon infratechnologies ltd,neutral,en,Twitter Financial News,10
"The big LVMH-Tiffany deal is getting closer 
https://t.co/Vg8rD4SMSp",The big LVMH-Tiffany deal is getting closer,big lvmh-tiffany deal getting closer,neutral,en,Twitter Financial News,8
"Tiberius Acquisition : CFTC Approves One Final, Two Proposed Rules at December 10 Open Meeting #TiberiusAcquisition… https://t.co/XelZOiCiwl","Tiberius Acquisition CFTC Approves One Final, Two Proposed Rules at December 10 Open Meeting TiberiusAcquisition","tiberius acquisition cftc approves one final, two proposed rules december open meeting tiberiusacquisition",neutral,en,Twitter Financial News,17
"Tilray, Privateer Holdings Close Merger Deal","Tilray, Privateer Holdings Close Merger Deal","tilray, privateer holdings close merger deal",neutral,en,Twitter Financial News,6
T-Mobile CEO takes the stand in T-Mobile/Sprint merger trial,T-Mobile CEO takes the stand in T-Mobile Sprint merger trial,t-mobile ceo takes stand t-mobile sprint merger trial,neutral,en,Twitter Financial News,9
"T-Mobile is eyeing a price cut in its merger with Sprint, sources say https://t.co/T1SPHlDuQ1","T-Mobile is eyeing a price cut in its merger with Sprint, sources say","t-mobile eyeing price cut merger sprint, sources say",neutral,en,Twitter Financial News,14
Toronto-Dominion to Own 13% Charles Schwab Stake After Ameritrade Deal #TorontoDominionBank #Stock #MarketScreener… https://t.co/8fB54Aedy3,Toronto-Dominion to Own 13% Charles Schwab Stake After Ameritrade Deal TorontoDominionBank Stock MarketScreener,toronto-dominion 13% charles schwab stake ameritrade deal torontodominionbank marketscreener,neutral,en,Twitter Financial News,14
Total gets Libya's approval to acquire Marathon Oil concession https://t.co/d58beiqsNH,Total gets Libya s approval to acquire Marathon Oil concession,total gets libya approval acquire marathon oil concession,neutral,en,Twitter Financial News,10
UniCredit cuts further its stake in Turkey's Yapi Kredi,UniCredit cuts further its stake in Turkey s Yapi Kredi,unicredit cuts stake turkey yapi kredi,neutral,en,Twitter Financial News,9
"United Bankshares to buy Carolina Financial for a 16% premium, in a deal valued at $1.1 billion","United Bankshares to buy Carolina Financial for a 16% premium, in a deal valued at $1.1 billion","united bankshares buy carolina financial 16% premium, deal valued $1.1 billion",neutral,en,Twitter Financial News,17
United Bankshares to buy Carolina Financial in a stock deal valued at $1.1 bln,United Bankshares to buy Carolina Financial in a stock deal valued at $1.1 bln,united bankshares buy carolina financial deal valued $1.1 bln,neutral,en,Twitter Financial News,14
UPDATE 1-Canadian Competition Bureau clears Pembina's Kinder Morgan buy,UPDATE 1-Canadian Competition Bureau clears Pembina s Kinder Morgan buy,update 1-canadian competition bureau clears pembina kinder morgan buy,neutral,en,Twitter Financial News,9
UPDATE 1-Novartis eyes Medicines Co to boost cardio franchise - report,UPDATE 1-Novartis eyes Medicines Co to boost cardio franchise - report,update 1-novartis eyes medicines boost cardio franchise report,neutral,en,Twitter Financial News,11
Upland Software acquires Localytics for $67.7M,Upland Software acquires Localytics for $67.7M,upland software acquires localytics $67.7m,neutral,en,Twitter Financial News,6
Vonovia : Hembla Acquisition Becomes Final #Vonovia #Stock #MarketScreener https://t.co/w5EgkLQW4s https://t.co/Oc0rgZs0Kt,Vonovia Hembla Acquisition Becomes Final Vonovia Stock MarketScreener,vonovia hembla acquisition becomes final vonovia marketscreener,neutral,en,Twitter Financial News,11
Winklevoss brothers acquire crypto collectible startup,Winklevoss brothers acquire crypto collectible startup,winklevoss brothers acquire collectible startup,neutral,en,Twitter Financial News,6
Zayo Group to Consider Sale of Colocation Division,Zayo Group to Consider Sale of Colocation Division,zayo group consider sale colocation division,neutral,en,Twitter Financial News,8
"#DailyDataPoint: For the U.S., the December tariff round on China would have more costs than benefits (via… https://t.co/LV4HS19c7g","DailyDataPoint For the U.S., the December tariff round on China would have more costs than benefits via","dailydatapoint u.s., december tariff round china would costs benefits via",negative,en,Twitter Financial News,18
$ECONX: Nonfarm Payroll Revisions- October revised to 135K from 189K; September revised to 193K from 180K https://t.co/WOg237QKLC,ECONX_TICKER Nonfarm Payroll Revisions- October revised to 135K from 189K September revised to 193K from 180K,econx_ticker nonfarm payroll revisions- october revised 135k 189k september revised 193k 180k,negative,en,Twitter Financial News,17
$ECONX: November Nonfarm Private Payrolls 125K vs 153K https://t.co/M9gpUZQoF7 consensus https://t.co/fav5NvyRH3,ECONX_TICKER November Nonfarm Private Payrolls 125K vs 153K consensus,econx_ticker november nonfarm private payrolls 125k 153k consensus,negative,en,Twitter Financial News,11
$ECONX: November Unemployment Rate 4.9% vs 4.1% https://t.co/M9gpUZQoF7 consensus https://t.co/p5wq6wH9wr,ECONX_TICKER November Unemployment Rate 4.9% vs 4.1% consensus,econx_ticker november unemployment rate 4.9% 4.1% consensus,negative,en,Twitter Financial News,10
$FXC $EWC $BBCA - Canada reports 71K job loss in November https://t.co/aT4reenZBC,FXC_TICKER EWC_TICKER BBCA_TICKER - Canada reports 71K job loss in November,fxc_ticker ewc_ticker bbca_ticker canada reports 71k job loss november,negative,en,Twitter Financial News,12
$NSANY - Coronavirus impact hits auto supply chain https://t.co/rr0mlGVZXn,NSANY_TICKER - Coronavirus impact hits auto supply chain,nsany_ticker coronavirus impact hits auto supply chain,negative,en,Twitter Financial News,9
2019 jobs gains revised down slightly to 2.09 million,2019 jobs gains revised down slightly to 2.09 million,jobs gains revised slightly 2.09 million,negative,en,Twitter Financial News,9
"A new WTO ruling is allowing for $7.5 billion in tariffs on EU goods, meaning your favorite French wine is about to… https://t.co/3YeRmxas8m","A new WTO ruling is allowing for $7.5 billion in tariffs on EU goods, meaning your favorite French wine is about to","new wto ruling allowing $7.5 billion tariffs goods, meaning favorite french wine",negative,en,Twitter Financial News,23
A railway strike is gripping Canada’s $1.7 trillion economy https://t.co/eXeBOeMfyO,A railway strike is gripping Canada s $1.7 trillion economy,railway strike gripping canada $1.7 trillion economy,negative,en,Twitter Financial News,10
A surge in the number of people who can’t pay their debts is raising eyebrows in Canada (via @fournierwire &… https://t.co/s9LVxRxbj1,A surge in the number of people who can t pay their debts is raising eyebrows in Canada via,surge number people pay debts raising eyebrows canada via,negative,en,Twitter Financial News,21
About half of U.S. small businesses haven't paid their full rent or mortgage yet this month as a result of the coro… https://t.co/dAA1uF6zsj,About half of U.S. small businesses haven t paid their full rent or mortgage yet this month as a result of the coro,half u.s. small businesses paid full rent mortgage yet month result coro,negative,en,Twitter Financial News,23
